seq_num,delay_ms
0,42.8555
1,42.7232
2,38.8404
3,36.4311
4,41.0714
5,39.4539
6,38.9361
7,38.7183
8,40.9406
9,39.3272
10,38.9469
11,36.3575
12,38.1887
13,42.9086
14,36.0385
15,38.0775
16,44.1578
17,40.3786
18,42.1778
19,35.6895
20,40.735
21,42.4761
22,39.4197
23,38.0202
24,41.5775
25,39.46
26,40.2326
27,39.4362
28,37.3644
29,38.7412
30,36.7582
31,39.8946
32,41.0327
33,41.3665
34,37.857
35,41.4969
36,44.297
37,40.7976
38,40.0482
39,39.6721
40,38.2294
41,39.1696
42,42.8776
43,39.2162
44,38.1454
45,39.9334
46,37.1029
47,40.7409
48,39.6061
49,38.1643
50,37.897
51,38.5848
52,39.7659
53,41.025
54,39.3125
55,39.82
56,44.0153
57,37.8469
58,42.6525
59,39.1694
60,42.5551
61,35.8314
62,39.7726
63,39.9877
64,36.9172
65,39.2177
66,40.1134
67,39.6693
68,37.803
69,39.8552
70,40.0628
71,40.2423
72,43.5096
73,39.6955
74,35.6301
75,41.3722
76,37.2544
77,37.14
78,39.4065
79,38.0563
80,41.9586
81,38.6098
82,43.3745
83,39.7441
84,38.8785
85,36.8895
86,41.3107
87,41.0655
88,42.7993
89,43.0981
90,42.3587
91,37.894
92,39.0506
93,39.0797
94,39.1521
95,39.2234
96,37.2007
97,41.6141
98,40.3795
99,37.1029
100,42.1975
101,41.1392
102,39.6783
103,40.5886
104,40.0065
105,39.5521
106,39.9473
107,37.49
108,39.8272
109,41.0524
110,40.3858
111,40.9277
112,44.163
113,44.4446
114,42.4011
115,39.909
116,46.2552
117,36.1664
118,38.6511
119,35.3573
120,41.8256
121,40.2586
122,39.4929
123,40.9803
124,41.3742
125,36.3654
126,37.1815
127,40.6101
128,42.3241
129,39.6925
130,44.1264
131,37.0789
132,45.937
133,42.7654
134,43.6003
135,39.7916
136,39.8895
137,39.929
138,38.6742
139,37.4677
140,41.437
141,41.271
142,39.5323
143,39.976
144,38.1608
145,42.1352
146,38.9166
147,43.4545
148,40.7785
149,42.2641
150,37.7812
151,37.613
152,40.2585
153,41.2229
154,41.5793
155,39.6485
156,41.3458
157,41.1942
158,39.9281
159,42.8744
160,36.8644
161,38.1375
162,41.6697
163,38.9445
164,41.6693
165,37.7172
166,38.2486
167,36.7619
168,42.2372
169,39.7736
170,39.4535
171,38.2167
172,42.6869
173,39.3998
174,38.8313
175,43.3837
